procesador_frecuencia_turbo_max_ghz,procesador_numero_nucleos,disco_duro_capacidad_de_memoria_ssd_gb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,alimentacion_vatios_hora,procesador,procesador_tipo,grafica_tarjeta,ram_tipo,sistema_operativo_sistema_operativo,camara_resolucion_pixeles,pantalla_tecnologia,pantalla_resolucion_pixeles
4.8,4.0,512.0,8.0,4800.0,50.0,Intel Core i7-10510U,Intel Core i7,NVIDIA GeForce MX250,DDR4,Windows 10 Home,1280x720,Full HD,1920x1080
5.6,24.0,1000.0,32.0,4800.0,94.0,Intel Core i9-13980HX,Intel Core i9,NVIDIA RTX 4000 Ada,DDR4,Windows 11 Professional,1920x1080,WQXGA,2560x1600
5.4,10.0,512.0,16.0,4800.0,56.0,Intel Core 7 150U,Intel Core 7,Intel Graphics,DDR5,Windows 11 Professional,1280x720,Full HD,1920x1200
3.4,4.0,64.0,8.0,4800.0,56.0,Intel Processor N100,Unknown,Intel UHD Graphics,LPDDR5,Chrome OS,1280x720,Full HD,1366x912
4.8,16.0,1000.0,32.0,5600.0,57.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,NVIDIA RTX 500 Ada,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,90.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
3.8,8.0,512.0,16.0,4800.0,36.0,Intel Core i3-N305,Intel Core i3,Intel Iris Xe Graphics,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.7,8.0,512.0,8.0,4800.0,52.6,Apple M2,Apple M,Apple M2 Graphics,DDR4,macOS Monterey,1920x1080,Retina,2560x1664
4.75,8.0,512.0,16.0,4800.0,67.0,AMD Ryzen 7 7735U,AMD Ryzen 7,AMD Radeon Graphics,LPDDR5,Windows 11 Home,1920x1080,2.8K,2880x1620
4.8,16.0,1000.0,32.0,7500.0,56.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,LPDDR5X,Windows 11 Professional,1280x720,2.8K,2880x1800
5.2,14.0,1000.0,32.0,4800.0,58.0,Intel Core i7-13800H,Intel Core i7,NVIDIA RTX 2000 Ada,LPDDR5X,Windows 11 Professional,1920x1080,Full HD,2400x1600
2.6,1.0,256.0,8.0,3200.0,35.0,Intel Core i3-1115G4,Intel Core i3,Intel UHD Graphics,DDR4,Windows 11 S,1280x720,Full HD,1920x1080
3.5,4.0,256.0,8.0,4800.0,42.0,AMD Ryzen 5 3450U,AMD Ryzen 5,AMD Radeon RX Vega 8,DDR4,Windows 10 Home,1280x720,Full HD,1920x1080
4.4,6.0,256.0,8.0,3200.0,35.0,Intel Core i3-1215U,Intel Core i3,Intel UHD Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.9,10.0,1000.0,32.0,5200.0,83.0,Intel Core i7-13620H,Intel Core i7,NVIDIA GeForce RTX 4070,DDR5,Free DOS,1280x720,Full HD,1920x1080
5.2,16.0,1000.0,32.0,5600.0,65.0,Intel Core i7-14650HX,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,Free DOS,1280x720,WUXGA,1920x1200
4.7,14.0,512.0,16.0,4800.0,100.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
2.8,2.0,64.0,8.0,4800.0,56.0,Intel Celeron N4500,Intel Celeron,Intel UHD Graphics,DDR4,Chrome OS,1280x720,Full HD,1920x1080
4.8,16.0,512.0,16.0,4800.0,72.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,LPDDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,8.0,4800.0,41.0,AMD Athlon 3150U,Athlon,AMD Radeon Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.4,10.0,256.0,16.0,4800.0,41.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,LPDDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.0,4.0,512.0,8.0,4800.0,45.0,Intel Core i7-8550U,Intel Core i7,Intel UHD Graphics,DDR4,Windows 10 Home,1280x720,Full HD,1920x1080
4.0,6.0,1000.0,16.0,3200.0,41.0,AMD Ryzen 5 5625U,AMD Ryzen 5,AMD Radeon Graphics,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.3,8.0,512.0,16.0,3200.0,52.5,AMD Ryzen 7 5700U,AMD Ryzen 7,AMD Radeon Graphics,DDR4,Windows 11 S,1280x720,Full HD,1920x1080
4.7,10.0,1000.0,16.0,4800.0,70.0,Apple M4,Apple M,Apple M4 Graphics,DDR4,macOS Sequoia,1920x1080,Retina,3024x1964
4.7,10.0,512.0,16.0,4800.0,73.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,QHD,2560x1440
4.8,10.0,512.0,16.0,4800.0,56.0,Intel Core i7-1265U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,2496x1664
4.7,10.0,512.0,16.0,4800.0,50.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,8.0,256.0,8.0,4800.0,52.6,Apple M2,Apple M,Apple M2 Graphics,DDR4,macOS Monterey,1920x1080,Retina,2560x1664
4.7,10.0,512.0,16.0,4800.0,76.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.5,6.0,512.0,16.0,3200.0,48.0,Intel Core i5-11400H,Intel Core i5,NVIDIA GeForce RTX 3050,DDR4,sin sistema operativo,1280x720,Full HD,1920x1080
4.4,6.0,512.0,8.0,4266.0,51.3,Intel Core i3-1215U,Intel Core i3,Intel UHD Graphics,LPDDR5,Windows 11 Home,1920x1080,WUXGA,1920x1200
5.1,16.0,2000.0,32.0,5600.0,99.9,Intel Core Ultra 9 185H,Intel Core Ultra 9,NVIDIA RTX 2000 Ada,DDR5,Windows 11 Professional,1920x1080,UHD+,3840x2400
4.7,10.0,512.0,16.0,5200.0,57.0,Intel Core i7-1255U,Intel Core i7,Intel Iris Xe Graphics,LPDDR5,Windows 10 Professional,1920x1080,WUXGA,1920x1200
5.4,14.0,2000.0,32.0,4800.0,86.0,Intel Core i9-13900H,Intel Core i9,NVIDIA RTX A4000,DDR4,Windows 11 Professional,1280x720,WQXGA,2560x1600
5.0,4.0,512.0,12.0,3200.0,41.0,Intel Core i7-1195G7,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,8.0,256.0,16.0,4800.0,52.6,Apple M3,Apple M,Apple M3 Graphics,DDR4,macOS Sequoia,1920x1080,Retina,2560x1664
5.0,14.0,1000.0,32.0,4800.0,90.0,Intel Core i9-12900H,Intel Core i9,NVIDIA GeForce RTX 3070 Ti,DDR4,Windows 11 Professional,1280x720,WQUXGA,3840x2400
4.5,12.0,512.0,8.0,3200.0,38.0,Intel Core i5-12500H,Intel Core i5,Intel Iris Xe Graphics,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.6,10.0,512.0,16.0,3200.0,43.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,14.0,1000.0,16.0,4800.0,56.0,Intel Core i9-12900H,Intel Core i9,NVIDIA GeForce RTX 3050 Ti,LPDDR5,Windows 11 Home,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,41.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.8,16.0,512.0,16.0,5600.0,64.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,NVIDIA RTX 1000 Ada,DDR5,Windows 11 Professional,1920x1080,Full HD,1920x1080
5.0,10.0,512.0,16.0,4800.0,54.0,Intel Core i7-1355U,Intel Core i7,Intel UHD Graphics,LPDDR4X,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
2.8,2.0,512.0,8.0,4800.0,38.0,Intel Celeron N4500,Intel Celeron,Intel UHD Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.3,12.0,512.0,16.0,5600.0,45.0,Intel Core Ultra 5 125U,Intel Core Ultra 5,Intel Graphics,DDR5,Free DOS,1920x1080,WUXGA,1920x1200
5.1,8.0,1000.0,16.0,6400.0,68.0,AMD Ryzen 7 8840HS,AMD Ryzen 7,AMD Radeon Graphics,DDR5,Windows 11 Home,1280x720,2.8K,2880x1800
4.5,6.0,512.0,16.0,3200.0,42.0,AMD Ryzen 5 7530U,AMD Ryzen 5,AMD Radeon Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.5,6.0,512.0,8.0,4800.0,42.0,Intel Core i3-1315U,Intel Core i3,Intel UHD Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.4,16.0,1000.0,32.0,4800.0,80.0,AMD Ryzen 9 7945HX,AMD Ryzen 9,NVIDIA GeForce RTX 4070,DDR4,Windows 11 Home,1920x1080,WQXGA,2560x1600
4.6,10.0,512.0,8.0,3200.0,41.0,Intel Core i5-1335U,Intel Core i5,Intel UHD Graphics,DDR4,sin sistema operativo,1280x720,Full HD,1920x1080
4.2,6.0,512.0,8.0,3200.0,56.0,AMD Ryzen 5 5600H,AMD Ryzen 5,AMD Radeon RX 6500M,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.7,10.0,1000.0,16.0,3200.0,54.0,Intel Core i7-12650H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.1,8.0,1000.0,16.0,5600.0,70.0,AMD Ryzen 7 8845HS,AMD Ryzen 7,NVIDIA GeForce RTX 4050,DDR5,Free DOS,1280x720,Full HD,1920x1080
5.0,10.0,512.0,16.0,5200.0,51.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,50.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.6,10.0,512.0,16.0,5200.0,51.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
5.1,8.0,1000.0,32.0,4800.0,57.0,AMD Ryzen 7 8845HS,AMD Ryzen 7,NVIDIA GeForce RTX 4060,DDR5,Windows 11 Home,1280x720,Full HD,1920x1200
3.6,4.0,128.0,8.0,4800.0,56.0,Intel Core i5-1035G1,Intel Core i5,Intel UHD Graphics,LPDDR4X,Windows 10 S,1280x720,Full HD,1536x1024
4.0,6.0,512.0,8.0,4800.0,35.0,AMD Ryzen 5 5625U,AMD Ryzen 5,AMD Radeon Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,90.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,WUXGA,1920x1080
5.0,14.0,500.0,16.0,4800.0,56.0,Intel Core i7-13700H,Intel Core i7,NVIDIA GeForce RTX 4050,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.8,4.0,1000.0,32.0,4266.0,56.0,Intel Core i7-11370H,Intel Core i7,NVIDIA GeForce RTX 3050 Ti,LPDDR4X,Windows 11 Professional,1920x1080,Full HD,2400x1600
4.7,14.0,1000.0,16.0,4800.0,99.0,Intel Core i7-12700H,Intel Core i7,NVIDIA GeForce RTX 3070,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,51.0,AMD Ryzen 5 Pro 6650U,AMD Ryzen 5,AMD Radeon 660M,DDR4,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.8,12.0,512.0,16.0,7467.0,58.0,Intel Core Ultra 7 155U,Intel Core Ultra 7,Intel Graphics,LPDDR5X,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,45.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 10 Home,1280x720,Full HD,1920x1080
5.0,14.0,512.0,16.0,4800.0,70.0,Intel Core i7-13700H,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,WUXGA,1920x1200
4.5,6.0,512.0,16.0,3200.0,48.96,Intel Core i5-11400H,Intel Core i5,NVIDIA GeForce RTX 3050,DDR4,Free DOS,1280x720,Full HD,1920x1080
5.5,24.0,2000.0,64.0,5600.0,90.0,Intel Core i9-13950HX,Intel Core i9,NVIDIA GeForce RTX 4070,DDR5,Windows 11 Professional,1280x720,QHD,2560x1440
5.0,16.0,1000.0,32.0,4800.0,83.0,Intel Core i7-13700HX,Intel Core i7,NVIDIA GeForce RTX 4080,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
3.4,4.0,32.0,4.0,4800.0,47.0,Intel Processor N100,Unknown,Intel UHD Graphics,LPDDR5,Chrome OS,1280x720,HD Ready,1366x768
5.0,12.0,1000.0,16.0,6000.0,72.0,Intel Core i7-1360P,Intel Core i7,Intel Iris Xe Graphics,LPDDR5,Windows 11 Professional,1920x1080,WUXGA,1920x1200
4.8,8.0,512.0,16.0,4800.0,75.0,Intel Core Ultra 7 256V,Intel Core Ultra 7,Intel Arc Graphics 140V,LPDDR5X,Windows 11 Home,1280x720,2.8K,2880x1800
4.7,10.0,512.0,16.0,4800.0,48.8,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,42.0,Intel Core i7-1255U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
5.4,24.0,1000.0,32.0,4800.0,56.0,Intel Core i9-13900HX,Intel Core i9,NVIDIA GeForce RTX 4080,DDR4,Windows 11 Home,1280x720,WQXGA,2560x1600
4.4,8.0,512.0,16.0,4800.0,54.0,Intel Core i5-12450H,Intel Core i5,NVIDIA GeForce RTX 4060,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.8,16.0,512.0,16.0,4800.0,70.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,LPDDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.9,10.0,1000.0,16.0,4800.0,53.5,Intel Core i7-13620H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,sin sistema operativo,1280x720,Full HD,1920x1080
4.4,10.0,256.0,16.0,4800.0,41.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,LPDDR5,Windows 11 Home,1280x720,Full HD,1536x1024
4.9,10.0,1000.0,32.0,4800.0,56.0,Intel Core i7-13620H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,sin sistema operativo,1280x720,Full HD,1920x1080
4.7,12.0,512.0,16.0,5600.0,54.0,Unknown,Unknown,Intel Arc Graphics,DDR5,Windows 11 Professional,1920x1080,Full HD,1920x1080
4.6,10.0,512.0,8.0,4266.0,54.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,LPDDR4X,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,10.0,1000.0,32.0,6400.0,68.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,LPDDR5,Windows 11 Professional,1280x720,WUXGA+,1920x1280
5.0,10.0,512.0,16.0,4800.0,53.0,Intel Core 5 120U,Intel Core 5,Intel Graphics,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.3,4.0,512.0,16.0,4800.0,40.0,AMD Ryzen 5 7520U,AMD Ryzen 5,AMD Radeon Graphics,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,90.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.5,24.0,1000.0,32.0,5600.0,90.0,Intel Core i9-13950HX,Intel Core i9,NVIDIA GeForce RTX 4060,DDR5,Windows 11 Home,1920x1080,QHD+,2560x1600
5.4,10.0,1000.0,32.0,4800.0,48.5,Intel Core 7 150U,Intel Core 7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.8,16.0,2000.0,32.0,4800.0,76.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,NVIDIA GeForce RTX 4070,DDR4,sin sistema operativo,1920x1080,WQXGA,2560x1600
4.2,6.0,512.0,16.0,3200.0,70.0,AMD Ryzen 5 5600H,AMD Ryzen 5,NVIDIA GeForce RTX 3050,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
3.4,2.0,256.0,8.0,4800.0,56.0,Intel Core i3-1005G1,Intel Core i3,Intel Iris Xe Graphics,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,97.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 10 Professional,1280x720,Full HD,1920x1080
3.5,2.0,256.0,8.0,2400.0,35.0,AMD Ryzen 3 3250U,AMD Ryzen 3,AMD Radeon Graphics,DDR4,Free DOS,1280x720,HD Ready,1366x768
4.7,8.0,256.0,8.0,4800.0,52.6,Apple M2,Apple M,Apple M2 Graphics,DDR4,macOS Monterey,1920x1080,Retina,2560x1664
5.0,10.0,512.0,16.0,4800.0,39.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
5.0,10.0,512.0,16.0,5200.0,56.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,DDR5,Windows 11 Professional,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,53.5,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.3,8.0,1000.0,8.0,3200.0,35.0,AMD Ryzen 7 5700U,AMD Ryzen 7,AMD Radeon RX Vega 8,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.8,14.0,512.0,16.0,4800.0,83.0,Intel Core i7-12800H,Intel Core i7,NVIDIA T600,DDR5,Windows 11 Professional,1280x720,Full HD,1920x1080
3.3,4.0,512.0,4.0,4800.0,42.0,Intel Pentium N6000,Intel Pentium,Intel UHD Graphics,DDR4,Windows 11 Professional,640x480,Full HD,1920x1080
5.1,12.0,1000.0,32.0,4800.0,90.0,AMD Ryzen AI 9 HX 370,AMD Ryzen AI 9,NVIDIA GeForce RTX 4070,DDR4,Windows 11 Home,1920x1080,WQUXGA,3840x2400
4.2,4.0,512.0,16.0,4800.0,48.0,Intel Core i5-1135G7,Intel Core i5,NVIDIA GeForce MX350,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,14.0,512.0,16.0,5200.0,83.0,Intel Core i7-13700H,Intel Core i7,NVIDIA RTX 2000 Ada,DDR5,Windows 11 Professional,1280x720,Full HD,1920x1080
5.0,16.0,1000.0,32.0,4800.0,83.0,Intel Core i7-13700HX,Intel Core i7,NVIDIA GeForce RTX 4070,DDR4,Free DOS,1280x720,QHD,2560x1440
4.7,10.0,512.0,16.0,4800.0,51.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.9,10.0,1000.0,16.0,4800.0,90.0,Intel Core i7-13620H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,sin sistema operativo,1280x720,Full HD,1920x1080
4.7,14.0,512.0,16.0,4800.0,76.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 10 Home,1280x720,Full HD,1920x1080
4.7,4.0,1000.0,16.0,4266.0,63.5,Intel Core i7-1165G7,Intel Core i7,Intel Iris Xe Graphics,LPDDR4X,Windows 10 Home,1280x720,QHD,2560x1440
4.7,10.0,512.0,16.0,4800.0,71.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.8,16.0,1000.0,32.0,4800.0,83.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,WQXGA,2560x1600
5.1,16.0,1000.0,32.0,5600.0,86.0,Intel Core Ultra 9 185H,Intel Core Ultra 9,NVIDIA RTX 3000 Ada,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.5,4.0,512.0,8.0,4800.0,56.0,Intel Core i5-10300H,Intel Core i5,Intel UHD Graphics,DDR4,Windows 10 Professional,1280x720,Full HD,1920x1080
4.2,4.0,256.0,8.0,3200.0,56.0,Intel Core i5-1135G7,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 10 Professional,1280x720,Full HD,1920x1080
5.0,14.0,1000.0,16.0,4800.0,88.0,Intel Core i7-13700H,Intel Core i7,NVIDIA GeForce RTX 4070,DDR5,Windows 11 Home,1920x1080,UHD+,3840x2400
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Chrome OS,1280x720,Full HD,1920x1080
4.7,10.0,1000.0,32.0,4800.0,51.0,AMD Ryzen 9 Pro 6950HS,Ryzen 9,AMD Radeon 680M,DDR4,Windows 11 Professional,1280x720,WUXGA,1920x1200
5.0,14.0,512.0,16.0,4800.0,53.3,Intel Core i7-13700H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.3,8.0,512.0,8.0,4800.0,52.0,AMD Ryzen 7 5700U,AMD Ryzen 7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,12.0,2000.0,32.0,4800.0,80.0,Intel Core i7-1360P,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1920x1080,QHD,2560x1440
5.4,14.0,1000.0,32.0,5600.0,86.0,Intel Core i9-13900H,Intel Core i9,NVIDIA GeForce RTX 4070,DDR5,Windows 11 Professional,1280x720,Full HD,1920x1200
4.7,10.0,512.0,16.0,4800.0,42.75,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
3.8,8.0,512.0,8.0,4800.0,41.0,Intel Core i3-N305,Intel Core i3,Intel UHD Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.2,4.0,256.0,8.0,3200.0,45.0,Intel Core i5-1135G7,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,42.0,Intel Core i7-1255U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.8,16.0,512.0,16.0,4800.0,75.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,LPDDR5X,Windows 11 Home,1920x1080,Full HD,2880x1620
4.7,10.0,512.0,16.0,4800.0,45.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.1,16.0,1000.0,32.0,4800.0,71.0,Intel Core Ultra 9 185H,Intel Core Ultra 9,NVIDIA GeForce RTX 4060,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,60.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.7,10.0,1000.0,16.0,4800.0,68.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,WQXGA,1920x1080
4.9,10.0,1000.0,32.0,5200.0,83.0,Intel Core i7-13620H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,Free DOS,1920x1080,Full HD,1920x1080
4.7,10.0,512.0,8.0,3200.0,42.0,AMD Ryzen 5 7430U,Ryzen 5,AMD Radeon Graphics,DDR4,Free DOS,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,8.0,4800.0,48.0,AMD Ryzen 5 7535HS,Ryzen 5,NVIDIA GeForce RTX 3050,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,1000.0,32.0,4800.0,56.0,Intel Core i7-12650H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,sin sistema operativo,1280x720,Full HD,1920x1080
4.7,16.0,512.0,16.0,4800.0,99.9,Unknown,Unknown,Intel Iris Xe Graphics,DDR5,Windows 11 Professional,1920x1080,Full HD,1920x1080
4.5,14.0,512.0,16.0,8400.0,74.0,Intel Core Ultra 5 125H,Intel Core Ultra 5,Intel Arc Graphics,LPDDR5X,Windows 11 Professional,1920x1080,Full HD,2880x1920
4.8,12.0,1000.0,32.0,6400.0,57.0,Intel Core Ultra 7 155U,Intel Core Ultra 7,Intel Graphics,LPDDR5X,Windows 11 Professional,1920x1080,WUXGA,1920x1200
4.6,10.0,512.0,16.0,4800.0,54.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1920x1080,Full HD,1920x1080
4.5,6.0,512.0,8.0,3200.0,39.0,AMD Ryzen 5 7530U,AMD Ryzen 5,AMD Radeon Graphics,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.3,8.0,512.0,8.0,4800.0,48.5,AMD Ryzen 7 5700U,AMD Ryzen 7,AMD Radeon Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,8.0,512.0,16.0,4800.0,75.0,AMD Ryzen AI 7 Pro 350,AMD Ryzen AI 7,AMD Radeon 860M,LPDDR5X,Windows 11 Home,1920x1080,Full HD,1920x1200
4.6,10.0,512.0,16.0,4800.0,56.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,LPDDR5,Windows 11 Home,2560x1440,2.8K,2880x1800
5.0,10.0,512.0,16.0,4800.0,42.0,Intel Core i7-1355U,Intel Core i7,Intel UHD Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.9,10.0,1000.0,16.0,4800.0,47.0,Intel Core i7-13620H,Intel Core i7,Intel UHD Graphics,LPDDR5,sin sistema operativo,1280x720,Full HD,1920x1080
5.0,10.0,512.0,16.0,3200.0,54.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1920x1080,Full HD,1920x1080
4.7,8.0,512.0,16.0,4800.0,76.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,2.8K,2880x1800
4.7,10.0,512.0,16.0,4800.0,90.0,Unknown,Intel Core i9,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.7,10.0,512.0,8.0,4800.0,40.0,Intel Core i7-1255U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.4,10.0,512.0,16.0,4800.0,56.0,Intel Core i5-1245U,Intel Core i5,Intel Iris Xe Graphics,LPDDR5X,Windows 11 Professional,1280x720,Full HD,2256x1504
4.4,8.0,512.0,16.0,3200.0,52.4,Intel Core i5-12450H,Intel Core i5,NVIDIA GeForce RTX 4050,DDR4,sin sistema operativo,1280x720,Full HD,1920x1080
