ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,procesador_chipset,otras_caracteristicas_software_incluido,pantalla_propiedades,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,comunicaciones_caracteristicas_del_bluetooth,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
3.0,Portátil gaming,Full HD,,,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,,teclado tipo chicle,,,2.0,ión-litio,48.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,3.0,negro,sí,GDDR6,,,ninguna,ninguno,teclado numérico,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,647.0,801.95,724.48,15.6,39.624,,4096x2304,,,,25.6,23.0,35.9,2.3,144.0,16.0,16.0,5600.0,512.0,4.0,3.1,4.5,54.0,32.0,,,,,1,18.0,29.0,60.0,15.0,54.0,2.0,115.0,206.0,265.0,561.0,1604.0,1604.0
15.0,Portátil gaming,,,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,60.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,,gris,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,773.45,886.37,829.91,15.6,39.624,350.0,,1920x1080,5.3,170.0,26.5,25.0,36.0,2.4,144.0,12.0,16.0,4800.0,512.0,,1.5,4.4,45.0,32.0,,,,,1,71.0,487.0,,488.0,536.0,,400.0,684.0,265.0,561.0,1604.0,1604.0
27.0,Portátil gaming,,,HDMI,,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,45.0,,,con tapa,,2020.0,,,,,,altavoces estéreo,16:9,,,,,,,,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,639.99,1700.0,1169.99,15.6,39.62,250.0,,1280x720,9.7,,25.0,25.0,35.9,2.2,,,,,,,,,,,,,,,1,,,163.0,673.0,,,,,,,,
11.0,Portátil gaming,Full HD,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,,polímero de litio,53.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,,16:9,L3,,,4.0,gris,,GDDR6,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,998.65,1902.41,1450.53,15.6,39.624,,,1280x720,4.5,,24.0,24.0,36.0,2.1,,24.0,16.0,,1000.0,,1.8,4.9,45.0,,,,,,1,78.0,358.0,49.0,115.0,274.0,,400.0,807.0,1212.0,753.0,1604.0,1604.0
72.0,Portátil gaming,,SSD,HDMI 2.1,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,70.0,,,con tapa,,2024.0,IEEE 802.11ax,,,NVIDIA,SD,altavoces estéreo,16:9,,,,4.0,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,667.0,1443.73,1055.37,15.6,39.624,,,1280x720,7.0,200.0,25.5,24.0,35.8,2.29,,,16.0,,,,,,,,,,,,1,,,72.0,405.0,,,,,,,,
60.0,Portátil gaming,,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.2,"integrada, 1.0 Mpx",compatible con HD,1280 x 720 píxeles,teclado gamer,,teclado numérico,2.0,ión-litio,54.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,NVIDIA,MicroSD,,16:10,L3,,,,,,,,,,,,panorámica,Gigabit-LAN,DTS,,,,,,,,,,,,,,,Laptop,877.68,1328.12,1102.9,16.0,40.64,,,1280x720,,150.0,26.3,26.0,35.9,2.3,,24.0,,,,4.0,1.8,4.9,45.0,,,,,,1,78.0,487.0,6.0,5.0,,79.0,,807.0,,753.0,,
8.0,Portátil gaming,WUXGA,,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,,no,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,IPS,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,749.0,915.99,832.5,15.6,39.624,,,1280x720,7.5,135.0,24.0,24.0,36.2,2.1,144.0,16.0,16.0,,512.0,,3.2,4.75,35.0,,,,,,1,15.0,164.0,45.0,488.0,54.0,,6.0,206.0,265.0,561.0,1604.0,1604.0
22.0,Portátil gaming,Full HD,,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,,teclado gamer,,,2.0,,52.4,,aluminio,con tapa,,,IEEE 802.11ax,,,NVIDIA,,altavoces estéreo,,,DDR5,,3.0,,,GDDR6,,,,,,,,DTS-HD,,,,,,MSI Center,,,,,,,,,Laptop,739.0,1569.2,1154.1,15.6,39.624,,8192x4608,,,120.0,25.4,21.0,35.9,1.86,144.0,,16.0,,,4.0,,,,,,,,,1,,,29.0,58.0,,34.0,,,,,1604.0,1604.0
3.0,Portátil gaming,,SSD,,,,,,,,,,,,,,,,,,,,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,,plateado,,GDDR6,64.0,,ninguna,ninguno,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,2679.95,3907.01,3293.48,14.0,35.56,,,,,,,,,,240.0,24.0,32.0,5600.0,1000.0,,4.0,5.2,45.0,96.0,,,,,1,22.0,358.0,30.0,,49.0,,400.0,53.0,1212.0,561.0,347.0,347.0
66.0,Portátil gaming,,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,teclado gamer,,,2.0,ión-litio,54.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,,MicroSD,,16:9,,,,,,,,,,,,,,Gigabit-LAN,DTS,,,,,,,,,,,,,,,Laptop,797.64,1229.43,1013.54,15.6,39.624,,,1280x720,,150.0,23.8,22.0,36.0,1.9,,,,,,,,,,,,,,,1,,,14.0,54.0,,34.0,,,,,,
12.0,Portátil gaming,Full HD,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,60.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,,gris,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,Lenovo AI Engine+,2x SO-DIMM,2x SO-DIMM,2 x 12 GB,,,,,,,,,,,Laptop,949.0,1135.23,1042.12,15.6,39.624,300.0,,1920x1080,5.3,170.0,25.9,24.0,36.0,2.38,144.0,16.0,24.0,4800.0,1000.0,,3.1,4.5,54.0,32.0,,,,,1,18.0,487.0,,488.0,54.0,,103.0,206.0,265.0,561.0,1604.0,1604.0
12.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,polímero de litio,70.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,,4.0,gris,,,,,,,teclado numérico,,Gigabit-LAN,,,,,2 x 8 GB,,,,,,,,,,,Laptop,744.02,1199.75,971.88,16.1,40.894,250.0,,,7.25,230.0,25.9,23.0,36.9,2.33,,16.0,16.0,4800.0,512.0,,3.2,4.7,45.0,,,,,,1,3.0,164.0,72.0,364.0,13.0,,400.0,206.0,272.0,561.0,1604.0,1604.0
10.0,Portátil gaming,Full HD,,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,60.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,,gris,,GDDR6,,,ninguna,ninguno,,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 12 GB,,,,,,,,,,,Laptop,1089.0,1424.86,1256.93,15.6,39.624,300.0,,1920x1080,5.3,170.0,25.9,24.0,36.0,2.38,144.0,16.0,24.0,4800.0,1000.0,,3.1,4.5,,,,,,,1,18.0,358.0,,673.0,54.0,,400.0,206.0,265.0,561.0,1604.0,1604.0
7.0,Portátil gaming,WQXGA,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.0,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,,MicroSD,,16:10,L3,DDR5,teclado iluminado,,negro,,GDDR6,64.0,,ninguna,ninguno,,antirreflectante,Gigabit-LAN,,Nexus AI,,,,,,,,,,,,,,Laptop,1368.99,1864.76,1616.88,16.0,40.64,,,1920x1080,,240.0,25.4,27.0,35.6,2.3,165.0,24.0,32.0,4800.0,1000.0,4.0,1.9,4.9,55.0,64.0,,,,,1,11.0,358.0,29.0,673.0,866.0,,103.0,807.0,1212.0,299.0,347.0,347.0
25.0,Portátil gaming,Full HD,,,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,,teclado tipo chicle,,,2.0,ión-litio,48.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,3.0,negro,sí,,,,ninguna,ninguno,teclado numérico,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,699.97,1031.71,865.84,15.6,39.624,,4096x2304,,,,25.6,23.0,35.9,2.3,144.0,16.0,16.0,5600.0,512.0,4.0,3.1,4.5,54.0,32.0,,,,,1,18.0,164.0,60.0,15.0,54.0,2.0,400.0,206.0,265.0,561.0,1604.0,1604.0
11.0,Portátil gaming,,SSD,HDMI 2.1,4 en 1,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,73.6,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,altavoces estéreo,16:10,L3,,,,,,,,,,,,,,,,,,,,,,,Realtek ALC3287,,,,,,Laptop,1528.12,2674.72,2101.42,14.5,36.83,400.0,,1920x1080,8.0,170.0,25.1,21.0,32.8,1.75,,32.0,,,,4.0,,,45.0,,,,,,1,,,57.0,405.0,47.0,,,,,,,
42.0,Portátil gaming,,,HDMI 2.0,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,56.0,,,con tapa,,2022.0,IEEE 802.11ax,AMD,,,,,16:9,,,,4.0,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,801.32,2301.24,1551.28,15.6,39.62,,,1280x720,,,25.1,25.0,35.4,2.2,,,,,,,,,,,,,,,1,,,60.0,145.0,,,,,,,,
18.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,4.0,gris,,GDDR6,,3 ms,,ninguno,teclado numérico,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,899.0,1331.67,1115.34,15.6,39.62,,,1280x720,,240.0,25.1,25.0,35.4,2.2,144.0,16.0,16.0,4800.0,512.0,,3.2,4.75,35.0,,20.0,12.0,,,1,15.0,121.0,60.0,488.0,54.0,,133.0,206.0,265.0,561.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,,HDMI,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,80.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,4.0,gris,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,1649.0,1649.0,1649.0,16.0,40.64,300.0,,1920x1080,8.0,300.0,26.0,27.0,36.3,2.5,240.0,64.0,32.0,5200.0,1000.0,4.0,2.5,5.4,55.0,32.0,,,,,1,13.0,358.0,57.0,488.0,15.0,19.0,103.0,53.0,1212.0,366.0,347.0,347.0
18.0,Portátil gaming,Full HD,PCIe SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,teclado gamer,,,2.0,ión-litio,54.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,,16:9,L3,DDR5,teclado iluminado,,negro,,GDDR6,,,ninguna,ninguno,Touchpad iluminado,panorámica,Gigabit-LAN,DTS,,,,,,,,,,,,,,,Laptop,824.32,1055.52,939.92,15.6,39.624,,,1280x720,,150.0,23.8,22.0,36.0,1.9,144.0,18.0,16.0,4800.0,1000.0,,1.9,4.7,45.0,,,,,,1,20.0,487.0,14.0,26.0,274.0,34.0,400.0,684.0,265.0,330.0,1604.0,1604.0
13.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,53.5,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,,,altavoces estéreo,16:9,L3,DDR5,,3.0,,,GDDR6,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1569.0,2009.11,1789.05,15.6,39.624,,8192x4608,1280x720,,200.0,25.9,25.0,35.9,2.25,144.0,24.0,,,,4.0,,,45.0,,,,,,1,,,49.0,673.0,49.0,,400.0,,,561.0,1604.0,1604.0
12.0,Portátil gaming,,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,76.0,,,con tapa,,2024.0,IEEE 802.11ax,,,NVIDIA,MicroSD,,16:10,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1399.0,2316.0,1857.5,16.0,40.64,,,1920x1080,,230.0,25.0,21.0,35.6,2.1,,,,,,,,,,,,,,,2,,,56.0,405.0,,,,,,,,
31.0,Portátil gaming,,,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,,,,,,16:9,,,,6.0,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1199.0,2798.28,1998.64,16.1,40.894,250.0,,1920x1080,8.25,230.0,25.9,24.0,36.9,2.36,,,,,,,,,,,,,,,1,,,94.0,405.0,,,,,,,,
4.0,Portátil gaming,,,HDMI 2.0,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,,,,,,2.0,ión-litio,56.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,,,,,16:9,L3,,,4.0,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1299.0,2206.01,1752.51,17.3,43.94,250.0,,,,200.0,26.4,23.0,39.4,2.6,,,,,,,,,45.0,,,,,,1,,,60.0,673.0,,,,,,,,
9.0,Portátil gaming,,,HDMI 2.1,4 en 1,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,73.6,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,,,altavoces estéreo,16:10,,LPDDR5X,,,gris,,GDDR6,,,ninguna,ninguno,,,,,,,,,,,,,Realtek ALC3287,,,,,,Laptop,1528.12,1834.99,1681.55,14.5,36.83,400.0,,1920x1080,8.0,170.0,25.1,21.0,32.8,1.75,120.0,,32.0,6400.0,1000.0,4.0,3.8,5.1,,32.0,,,,,1,19.0,487.0,57.0,405.0,,,400.0,206.0,265.0,561.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,,16:10,L3,LPDDR5X,teclado iluminado,4.0,gris,,GDDR6,,3 ms,ninguna,ninguno,,,,,,,,,,,,,,,,,,,Laptop,2099.0,2099.0,2099.0,16.0,40.64,500.0,,1920x1080,,,24.6,17.0,35.4,2.0,240.0,24.0,32.0,7467.0,1000.0,4.0,3.8,5.1,28.0,32.0,,,,,1,59.0,487.0,98.0,405.0,462.0,,400.0,64.0,265.0,366.0,347.0,347.0
1.0,Portátil gaming,,,HDMI 2.1,4 en 1,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,80.0,,,con tapa,,2024.0,IEEE 802.11ax,,,,SD,altavoces estéreo,16:10,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1599.0,1599.0,1599.0,16.0,40.64,350.0,,1920x1080,,230.0,26.1,20.0,36.0,2.3,,,,,,4.0,,,,,,,,,1,,,57.0,405.0,,,,,,,,
12.0,Portátil gaming,,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,76.0,,,con tapa,,2024.0,IEEE 802.11ax,,,NVIDIA,MicroSD,,16:10,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1399.0,2316.0,1857.5,16.0,40.64,,,1920x1080,,230.0,25.0,21.0,35.6,2.1,,,,,,,,,,,,,,,2,,,56.0,405.0,,,,,,,,
16.0,Portátil gaming,2.5K,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,73.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,NVIDIA,MicroSD,,16:10,L3,LPDDR5X,teclado iluminado,4.0,gris,,GDDR6,,,ninguna,ninguno,,,,,,0x SO-DIMM,,,,,,AMD Ryzen AI,,,,,,,Laptop,1299.0,1539.99,1419.49,14.0,35.56,400.0,,1920x1080,,200.0,22.7,20.0,31.1,1.46,165.0,24.0,32.0,7500.0,1000.0,4.0,3.8,5.1,45.0,32.0,20.0,10.0,,,1,25.0,121.0,60.0,405.0,49.0,,103.0,206.0,265.0,561.0,347.0,347.0
1.0,Portátil gaming,Full HD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,60.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,,gris,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,829.0,829.0,829.0,15.6,39.624,350.0,,1920x1080,5.3,170.0,26.5,25.0,36.0,2.4,144.0,32.0,16.0,5600.0,512.0,,3.8,5.1,45.0,,,,,,1,19.0,121.0,,488.0,47.0,,133.0,206.0,265.0,561.0,1604.0,1604.0
4.0,Portátil gaming,,SSD,HDMI,,"Bluetooth, wifi",,integrada,,,,,,,,,,,con tapa,,2024.0,,Intel,1.0,NVIDIA,,,16:10,L3,,,,negro,,GDDR6,,,,,,,,,,,,,,,,,,,,,,,Laptop,3129.99,13158.52,8144.26,16.0,40.64,,,,,,,,,2.71,,36.0,32.0,,,,1.8,5.4,55.0,,,,,,1,10.0,54.0,23.0,61.0,866.0,,40.0,192.0,,125.0,347.0,347.0
12.0,Portátil gaming,Full HD,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,54.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,,,altavoces estéreo,16:9,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,679.09,1264.72,971.9,15.6,39.624,,,1280x720,,,24.0,29.0,36.0,2.0,,,16.0,,,,,,,,,,,,1,,121.0,49.0,462.0,,,,,,,,
7.0,Portátil gaming,,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,teclado gamer,,,2.0,polímero de litio,63.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,,16:10,L3,,,,,,GDDR6,64.0,,,,,OLED,,,,,,,,,,,,,,,,,Laptop,1074.99,1587.03,1331.01,14.0,35.56,600.0,,1920x1080,,130.0,22.1,17.0,31.1,1.49,,24.0,16.0,,,4.0,1.8,,45.0,,,,,,1,,121.0,14.0,405.0,274.0,,44.0,807.0,,,168.0,168.0
14.0,Portátil gaming,,SSD,,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,57.0,no,,con tapa,,2023.0,,,,,,altavoces estéreo,16:9,L3,,,3.0,negro,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,749.0,2085.1,1417.05,15.6,39.624,,,1280x720,,135.0,24.0,27.0,36.2,2.1,,,,,,,,,,,,,,,1,,,45.0,673.0,,,,,,,,
23.0,Portátil gaming,Full HD,,HDMI 2.0,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,56.0,,,con tapa,,2022.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,4.0,gris,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,801.32,1053.16,927.24,15.6,39.624,,,1280x720,,,25.1,25.0,35.4,2.2,144.0,16.0,16.0,4800.0,512.0,,3.1,4.5,54.0,32.0,,,,,1,18.0,121.0,60.0,673.0,54.0,,133.0,206.0,272.0,561.0,1604.0,1604.0
39.0,Portátil gaming,Full HD,,,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,1280 x 720 píxeles,teclado gamer,,,2.0,,52.4,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,,3.0,,,,,,,,,panorámica,Gigabit-LAN,DTS,,,,,,,,,,,,,,,Laptop,698.85,1107.91,903.38,15.6,39.624,,4096x2304,1280x720,,120.0,25.4,21.0,35.9,1.8,,,,,,4.0,,,45.0,,,,,,1,,,29.0,58.0,,34.0,,,,,,
2.0,Portátil gaming,2.5K,,,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,,4.0,ión-litio,90.0,,,con tapa,,2024.0,IEEE 802.11be,AMD,1.0,NVIDIA,SD,Dolby Atmos,16:10,L3,LPDDR5X,teclado iluminado,4.0,blanco,,GDDR6,64.0,"0,2 ms",ninguna,ninguno,,,,,,,,,,,,AMD Ryzen AI,,,,,,,Laptop,2299.0,3876.58,3087.79,16.0,40.64,,,1920x1080,,200.0,24.6,16.0,35.4,1.85,240.0,36.0,32.0,,1000.0,,2.0,5.1,28.0,32.0,20.0,10.0,,,1,23.0,487.0,98.0,462.0,19.0,,400.0,27.0,1212.0,330.0,347.0,347.0
17.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,53.5,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,3.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,,2 x 16 GB,,,,,,,,,,,Laptop,1159.2,1570.5,1364.85,15.6,39.62,,,1280x720,,200.0,25.9,25.0,35.9,2.25,144.0,24.0,32.0,5200.0,1000.0,4.0,1.8,4.9,45.0,,,,,,1,78.0,487.0,49.0,488.0,274.0,,400.0,807.0,272.0,753.0,1604.0,1604.0
5.0,Portátil gaming,WQXGA,,,3 en 1,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,,,,con tapa,,2024.0,IEEE 802.11ax,Intel,,NVIDIA,,altavoces estéreo,16:10,L3,,,4.0,negro,,,64.0,,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,1731.87,2620.86,2176.36,16.0,40.64,,,1920x1080,,,26.9,30.0,35.7,2.37,,,,,,,,,55.0,,,,,,1,,358.0,49.0,462.0,86.0,,103.0,,1212.0,,347.0,347.0
