ofertas,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,procesador_chipset,otras_caracteristicas_software_incluido,grafica_gpu,pantalla_propiedades,ia_funcion,ia_procesador,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,propiedades_de_la_carcasa_bahia_externa_de_3_5,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq,procesador_zocalo_de_cpu_freq
4.0,QHD+,PCIe SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,30 fps,,,,,4.0,,90.0,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,SD,,,L3,DDR5,teclado iluminado,4.0,plateado,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,,,DTS-HD,Certificación MIL-STD 810H,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,Intel HM770,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,3019.0,4364.63,3691.82,17.0,43.18,,8192x4608,,,240.0,26.0,19.0,38.2,2.4,,165.0,36.0,32.0,5600.0,1000.0,8.0,1.6,5.6,55.0,96.0,,,,,,,,1,60.0,487.0,88.0,54.0,866.0,,3.0,400.0,192.0,,1043.0,125.0,,347.0,347.0,
2.0,QHD+,,HDMI,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,,teclado gamer,,,2.0,,90.0,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,IPS,Gigabit-LAN,HD Audio,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,Intel AI Boost,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1699.0,1948.98,1823.99,17.0,43.18,,8192x4608,,,240.0,27.9,22.0,38.3,2.8,,240.0,24.0,16.0,5600.0,1000.0,4.0,3.8,4.8,28.0,96.0,,,,,,,,1,192.0,358.0,14.0,58.0,462.0,,2.0,400.0,297.0,,272.0,366.0,,347.0,347.0,
6.0,QHD+,PCIe SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,30 fps,,,,,4.0,,90.0,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,SD,,,L3,DDR5,teclado iluminado,4.0,plateado,,GDDR6,,,ninguna,ninguno,teclado numérico,,,DTS-HD,Certificación MIL-STD 810H,,2x SO-DIMM,2x SO-DIMM,,Intel HM770,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,2349.0,4364.63,3356.82,17.0,43.18,,8192x4608,,,240.0,26.0,19.0,38.2,2.4,,165.0,,,5600.0,,8.0,,,55.0,96.0,,,,,,,,1,,,88.0,54.0,866.0,,1.0,400.0,,,,,,,,
1.0,Full HD,,HDMI 1.4,,"Bluetooth, wifi",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,579.0,579.0,579.0,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,,12.0,16.0,,1000.0,,0.9,4.4,15.0,,,,,,,,,1,165.0,916.0,198.0,673.0,536.0,,,3731.0,684.0,,1212.0,753.0,,1604.0,1604.0,
1.0,,SSD,HDMI,integrado,"wifi, Bluetooth, NFC",Bluetooth 5.1,2.0 Mpx,,,,,,,polímero de litio,47.0,,convertible,,2023.0,,Intel,,Intel,MicroSD,,16:10,L3,LPDDR5,,4.0,gris,,,,,ninguna,ninguno,,,,,,,1x SO-DIMM,1x SO-DIMM,1 x 8 GB,,,,convertible,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,409.0,409.0,409.0,12.2,30.988,300.0,,,12.0,45.0,21.0,18.0,28.4,1.25,,,6.0,8.0,4800.0,128.0,,1.0,3.4,15.0,,15.0,3.0,,,,,,1,16.0,715.0,163.0,462.0,44.0,,,3731.0,,,71.0,355.0,,537.0,537.0,
18.0,Full HD,,HDMI 1.4,,"Bluetooth, wifi",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,517.96,621.99,569.98,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,60.0,12.0,16.0,,512.0,,,4.6,55.0,,,,,,,,,1,21.0,916.0,198.0,673.0,866.0,,,3731.0,684.0,,1212.0,753.0,,1604.0,1604.0,
16.0,WUXGA,,,ninguno,"wifi, Bluetooth, NFC",Bluetooth 5.3,"integrada, 8.0 Mpx",compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,57.0,,,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,teclado iluminado,3.0,negro,,,64.0,,"LTE, 4G",ninguno,,,,,,,,,,,"Lenovo Commercial Vantage, Lenovo View",,,,Intel AI Boost,,,,cable de alimentación,,Epeat,,Laptop,,,,,,,,,,,,,,,,,2211.68,2891.28,2551.48,14.0,35.56,400.0,,1920x1080,,65.0,21.4,15.0,31.2,1.09,,60.0,12.0,16.0,,512.0,2.0,3.8,4.8,9.0,,,,,,,,,1,56.0,135.0,222.0,7.0,462.0,,4.0,3731.0,297.0,,1043.0,330.0,,537.0,537.0,
1.0,Full HD,,,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,,,51.0,,con tapa,,2020.0,IEEE 802.11ax,,,,MicroSD,,16:9,,,,,,,,,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,383.99,383.99,383.99,13.3,33.78,250.0,,1280x720,10.0,45.0,21.2,18.0,31.0,1.35,,,,,,,,,,,,,,,,,,,1,,,163.0,28.0,,,,,,,71.0,,,1604.0,1604.0,
5.0,WUXGA,,,ninguno,"wifi, Bluetooth, NFC",Bluetooth 5.3,"integrada, 8.0 Mpx",compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,57.0,,,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,teclado iluminado,3.0,negro,,,64.0,,"LTE, 4G",ninguno,,,,,,,,,,,"Lenovo Commercial Vantage, Lenovo View",,,,Intel AI Boost,,,,cable de alimentación,,Epeat,,Laptop,,,,,,,,,,,,,,,,,1818.94,2370.21,2094.57,14.0,35.56,400.0,,1920x1080,,65.0,21.4,15.0,31.2,1.09,,60.0,12.0,16.0,6400.0,512.0,2.0,3.6,4.3,15.0,,,,,,,,,1,55.0,135.0,222.0,7.0,462.0,,4.0,3731.0,128.0,,1043.0,330.0,,537.0,537.0,
8.0,2.8K,PCIe SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.4,,,,,,,2.0,,72.0,,,,,IEEE 802.11be,Intel,1.0,NVIDIA,,,,L3,DDR5,teclado iluminado,4.0,azul,,GDDR6,64.0,,ninguna,ninguno,,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1502.36,1750.04,1626.2,14.0,35.56,,,,,240.0,24.6,,31.5,1.7,,120.0,24.0,16.0,5600.0,1000.0,4.0,3.8,4.8,28.0,96.0,,,,,,,,1,192.0,487.0,30.0,15.0,462.0,,,400.0,297.0,,1212.0,366.0,,168.0,168.0,
7.0,Full HD,,HDMI 1.4,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,,L3,DDR4,,3.0,plateado,,,,,ninguna,ninguno,teclado numérico,,,,,,1x SO-DIMM,0x SO-DIMM,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,414.29,527.71,471.0,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,60.0,10.0,8.0,,512.0,,0.9,4.4,15.0,16.0,,,,,,,,1,69.0,715.0,198.0,673.0,536.0,,,3731.0,181.0,,272.0,255.0,,1604.0,1604.0,
6.0,Full HD,,HDMI 1.4,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,,L3,DDR4,,3.0,plateado,,,,,ninguna,ninguno,teclado numérico,,,,,,1x SO-DIMM,1x SO-DIMM,1 x 8 GB,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,429.95,569.99,499.97,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,60.0,12.0,8.0,,512.0,,0.9,4.4,15.0,16.0,,,,,,,,1,165.0,715.0,198.0,673.0,536.0,,,3731.0,684.0,,272.0,753.0,,1604.0,1604.0,
17.0,,,HDMI 1.4,ninguno,"LAN, Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,,teclado tipo chicle,,,,polímero de litio,50.0,,con tapa,,2024.0,IEEE 802.11ax,,,,,,16:9,,,,3.0,,sí,,,,,,,,Gigabit-LAN,,Certificación MIL-STD 810H,,,,,,Absolute Persistence,,,,,,,,cable de alimentación,"resistente a golpes, resistente a salpicaduras",,,Laptop,,,,,,,,,,,,,,,,,297.28,487.91,392.6,11.6,29.464,250.0,,,,45.0,21.3,21.0,29.7,1.47,,,,,,,,,,,,20.0,2.25,,,,,,1,,,,5.0,,,5.0,,,,,,,,,
26.0,WUXGA,,HDMI,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,,,80.0,teclado numérico,2.0,polímero de litio,72.0,aluminio,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,teclado iluminado,4.0,negro,,,64.0,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,HD Audio,Certificación MIL-STD 810H,,1x SO-DIMM,1x SO-DIMM,1 x 32 GB,,,,,organización de imágenes,,,,disco duro,cable de alimentación,"resistente a la humedad, resistente a golpes",,,Laptop,,,,,,,,,,,,,,,,,1314.68,2257.28,1785.98,14.0,35.56,350.0,,,29.5,,21.4,17.0,31.2,1.1,,,24.0,32.0,6400.0,1000.0,3.0,3.8,4.8,28.0,,,,9360.0,,,,,1,192.0,270.0,76.0,58.0,462.0,,4.0,3731.0,297.0,,1212.0,366.0,,537.0,537.0,
26.0,,,HDMI 2.1,ninguno,"wifi, Bluetooth",Bluetooth 5.4,integrada,,,,,,2.0,,70.0,,con tapa,,2024.0,IEEE 802.11be,Intel,,Intel,,altavoces estéreo,16:9,L3,LPDDR5,,4.0,,,,,,,,,táctil,,DTS-HD,,,,,,,"MSI Center, MSI AI Engine",,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1376.32,1817.61,1596.96,13.3,33.782,,4096x2304,,,,22.2,16.0,30.0,1.3,,,24.0,,,,4.0,,4.8,,,,,,,,,,1,192.0,270.0,25.0,58.0,462.0,,2.0,3731.0,297.0,,,366.0,,,,
7.0,Full HD,PCIe SSD,HDMI 1.4,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,1x SO-DIMM,0x SO-DIMM,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,413.99,757.94,585.97,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,60.0,10.0,8.0,,512.0,,0.9,4.4,15.0,16.0,,,,,,,,1,69.0,715.0,198.0,673.0,536.0,,,3731.0,181.0,,1212.0,255.0,,1604.0,1604.0,
19.0,Full HD,,HDMI 1.4,,"Bluetooth, wifi",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,retroiluminación LED,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,475.64,571.99,523.82,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,60.0,12.0,8.0,,512.0,,,4.6,55.0,16.0,,,,,,,,1,21.0,715.0,198.0,673.0,866.0,,,3731.0,684.0,,1212.0,753.0,,1604.0,1604.0,
6.0,,SSD,,,"Bluetooth, wifi",Bluetooth 5.3,integrada,,,,,,,ión-litio,63.0,aluminio,,,,,,1.0,,,,16:10,,,,3.0,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,952.27,1523.9,1238.09,14.0,35.56,400.0,,,,65.0,22.3,16.0,31.2,1.3,,,,,,,,,,,,20.0,3.25,,,,,,1,,,133.0,,,,,3731.0,,,,,,,,
1.0,2.8K,PCIe SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.4,,,,teclado FineTip,,,,polímero de litio,64.0,aluminio,convertible,,2024.0,IEEE 802.11be,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,teclado iluminado,6.0,azul,,,64.0,"0,2 ms",,,,OLED,,,,Microsoft Copilot,0x SO-DIMM,0x SO-DIMM,,,,8-Core GPU,convertible,,Intel AI Boost,,,,,,,,Laptop,,,,,,,,,,,,,,,,,2641.51,2641.51,2641.51,14.0,35.56,400.0,,,,,21.6,14.0,21.6,1.34,243.0,120.0,12.0,32.0,7467.0,1000.0,,2.2,4.8,17.0,,,,,,,,,1,10.0,8.0,5.0,,15.0,,,3731.0,297.0,,1212.0,561.0,,168.0,168.0,
2.0,Full HD,,HDMI 1.4,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,729.0,949.0,839.0,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,60.0,12.0,16.0,,1000.0,,1.2,5.0,15.0,16.0,,,,,,,,1,134.0,916.0,198.0,673.0,309.0,,,3731.0,807.0,,1212.0,753.0,,1604.0,1604.0,
30.0,Full HD,,HDMI 1.4,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,592.48,770.95,681.72,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,60.0,12.0,16.0,,512.0,,1.2,4.7,15.0,16.0,,,,,,,,1,93.0,916.0,198.0,673.0,536.0,,,3731.0,807.0,,1212.0,753.0,,1604.0,1604.0,
15.0,2.8K,,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.4,,,1920 x 1080 píxeles,,,,,,90.0,,,,,IEEE 802.11be,Intel,1.0,NVIDIA,,,16:10,L3,,teclado iluminado,4.0,negro,,GDDR6,64.0,,ninguna,ninguno,,IPS,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1728.53,2483.15,2105.84,14.0,35.56,,,1920x1080,,,24.6,19.0,31.3,1.7,,60.0,24.0,32.0,,1000.0,,3.8,4.8,28.0,,,,,,,,,1,192.0,121.0,39.0,28.0,462.0,,,133.0,297.0,,1212.0,366.0,,168.0,168.0,
16.0,WUXGA,PCIe SSD,,ninguno,"wifi, Bluetooth, NFC",Bluetooth 5.3,"integrada, 8.0 Mpx",compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,57.0,,,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,teclado iluminado,3.0,negro,,,64.0,,ninguna,ninguno,,,,,,,,,,,"Lenovo Commercial Vantage, Lenovo View",,,,,,,,cable de alimentación,,Epeat,,Laptop,,,,,,,,,,,,,,,,,1694.97,2299.92,1997.45,14.0,35.56,400.0,,1920x1080,,65.0,21.4,15.0,31.2,1.09,,60.0,12.0,16.0,6400.0,512.0,2.0,3.6,4.3,15.0,16.0,,,,,,,,1,55.0,135.0,222.0,7.0,462.0,,3.0,3731.0,128.0,,1043.0,330.0,,537.0,537.0,
1.0,Full HD,SSD,HDMI 1.4,,"Bluetooth, wifi",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,,L3,DDR4,,3.0,negro,,,,,,,teclado numérico,,,,,,1x SO-DIMM,,,,,,,,,España,,,,,,,Laptop,,,,,,,,,,,,,,,,,489.0,489.0,489.0,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,60.0,12.0,16.0,,512.0,,0.9,4.4,15.0,16.0,,,,,,,,1,165.0,916.0,198.0,673.0,536.0,,,3731.0,684.0,,265.0,753.0,,25.0,25.0,
1.0,Full HD,PCIe SSD,HDMI 1.4,,"Bluetooth, wifi",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,1x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,699.0,699.0,699.0,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,60.0,12.0,16.0,,1000.0,,1.2,4.7,15.0,,,,,,,,,1,93.0,916.0,198.0,673.0,536.0,,,3731.0,807.0,,1212.0,753.0,,1604.0,1604.0,
2.0,HD Ready,PCIe SSD,HDMI 1.4,ninguno,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,,teclado tipo chicle,,,,polímero de litio,50.0,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,LPDDR5,,3.0,negro,sí,,64.0,,ninguna,ninguno,,,Gigabit-LAN,,Certificación MIL-STD 810H,,,,,,Absolute Persistence,,"antiarañazos, convertible",,,,,,cable de alimentación,"resistente a salpicaduras, resistente a golpes",,,Laptop,,,,,,,,,,,,,,,,,330.0,487.91,408.96,11.6,29.464,250.0,,,,45.0,21.3,21.0,29.7,1.47,,,6.0,8.0,,128.0,,1.0,3.4,15.0,,20.0,2.25,,,,,,1,16.0,715.0,,4.0,44.0,,5.0,3731.0,,,1043.0,355.0,,55.0,55.0,
9.0,Full HD,,,,,,,,,,,,,,,,,,2022.0,,Intel,1.0,Intel,,,16:9,L3,DDR4,,,plateado,,,,,ninguna,ninguno,teclado numérico,,,,,,,,2 x 8 GB,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,663.9,747.6,705.75,15.6,39.624,,,,,,,,,,,60.0,12.0,16.0,,512.0,,0.9,4.4,15.0,16.0,,,,,,,,1,165.0,916.0,198.0,,536.0,,,3731.0,684.0,,265.0,753.0,,1604.0,1604.0,
8.0,WUXGA,,HDMI,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,,,80.0,teclado numérico,2.0,polímero de litio,72.0,aluminio,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,teclado iluminado,4.0,negro,,,64.0,,ninguna,ninguno,,,Gigabit-LAN,HD Audio,Certificación MIL-STD 810H,,,,,,,,,,Intel AI Boost,,,disco duro,cable de alimentación,"resistente a golpes, resistente a la humedad",,,Laptop,,,,,,,,,,,,,,,,,1099.0,1788.99,1443.99,14.0,35.56,350.0,,,29.5,,21.4,17.0,31.2,1.1,,,24.0,16.0,,512.0,3.0,3.8,4.8,28.0,,,,9360.0,,,,,1,192.0,270.0,76.0,58.0,462.0,,2.0,3731.0,297.0,,1043.0,366.0,,537.0,537.0,
13.0,Full HD,,HDMI,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,,teclado gamer,,,2.0,,52.4,,con tapa,,2024.0,IEEE 802.11b,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,negro,,GDDR6,,,ninguna,ninguno,,,Gigabit-LAN,DTS,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,disco duro,cable de alimentación,,,,Laptop,,,,,,,,,,,,,,,,,899.0,1147.99,1023.5,15.6,39.624,,4096x2304,,,120.0,25.4,21.0,35.9,1.86,,,12.0,16.0,3200.0,512.0,4.0,1.5,4.4,45.0,64.0,,,,,,,,1,71.0,121.0,29.0,58.0,536.0,,34.0,133.0,684.0,,272.0,561.0,,1604.0,1604.0,
13.0,2.8K,,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.4,,,1920 x 1080 píxeles,,,,,,90.0,,,,,IEEE 802.11be,Intel,1.0,NVIDIA,,,16:10,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,64.0,,ninguna,ninguno,,IPS,Gigabit-LAN,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1480.93,1766.98,1623.95,14.0,35.56,,,1920x1080,,,24.6,19.0,31.3,1.7,,,24.0,16.0,5600.0,1000.0,,3.8,4.8,28.0,32.0,,,,,,,,1,192.0,121.0,39.0,28.0,462.0,,,133.0,297.0,,1212.0,366.0,,168.0,168.0,
12.0,,PCIe SSD,HDMI 2.1,ninguno,"wifi, Bluetooth",Bluetooth 5.4,integrada,,,,,,2.0,,70.0,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,LPDDR5,teclado iluminado,4.0,negro,,,64.0,,ninguna,ninguno,,,,DTS-HD,,,,,,,"MSI Center, MSI AI Engine",,convertible,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1376.32,1739.95,1558.13,13.3,33.782,,4096x2304,,,,22.2,16.0,30.0,1.3,,,24.0,16.0,6400.0,1000.0,4.0,3.8,4.8,28.0,,,,,,,,,1,192.0,270.0,25.0,58.0,462.0,,2.0,3731.0,297.0,,1043.0,366.0,,537.0,537.0,
16.0,Full HD,,HDMI,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,,teclado gamer,,,2.0,,52.4,,con tapa,,2024.0,IEEE 802.11b,Intel,1.0,,,altavoces estéreo,,,DDR4,,3.0,,,GDDR6,,,,,,,Gigabit-LAN,DTS,,,,,,,,,,,,,,disco duro,cable de alimentación,,,,Laptop,,,,,,,,,,,,,,,,,899.0,1312.92,1105.96,15.6,39.624,,4096x2304,,,120.0,25.4,21.0,35.9,1.86,,,,,3200.0,,4.0,,,,,,,,,,,,1,,121.0,29.0,58.0,,,3.0,,,,,,,,,
11.0,Full HD,SSD,HDMI 2.1,ninguno,"wifi, Bluetooth",Bluetooth 5.4,integrada,,,,,,2.0,,70.0,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,LPDDR5,teclado iluminado,4.0,negro,,,64.0,,,,,,,DTS-HD,,,,,,,"MSI Center, MSI AI Engine",,convertible,,Intel AI Boost,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1393.8,1636.08,1514.94,13.3,33.782,,4096x2304,,,,22.2,16.0,30.0,1.3,,,24.0,16.0,,1000.0,4.0,3.8,4.8,28.0,,,,,,,,,1,192.0,270.0,25.0,58.0,462.0,,2.0,3731.0,297.0,,1212.0,366.0,,1604.0,1604.0,
4.0,WUXGA,,,,,,,,,,,,,,,,,,,,Intel,1.0,Intel,,,,L3,LPDDR5,teclado iluminado,,negro,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,convertible,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1397.18,1624.36,1510.77,,,,,,,,,,,,,,12.0,16.0,6400.0,512.0,,1.3,4.3,57.0,16.0,,,,,,,,1,55.0,135.0,,,462.0,,,3731.0,128.0,,1043.0,330.0,,537.0,537.0,
